Group	Strains	Similarity	Accession	Genus_Species	Taxon
D0	A442	99.48	KY060008	Roseicyclus marinus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A443	100.00	MK249690	Algoriphagus aquimaris	Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae
D0	A444	99.87	KY060008	Roseicyclus marinus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A445	98.96	AUIM01000013	Stappia stellulata	Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappia_f;Stappia;Stappia stellulata
D0	A446	99.35	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A447	98.96	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A452	98.96	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A454	98.96	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A455	98.96	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A456	98.96	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A457	98.44	RZMY01000006	Muricauda beolgyonensis	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
D0	A459	98.83	RZMZ01000008	Muricauda aquimarina	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
D0	A460	99.87	KY060008	Roseicyclus marinus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A461	99.87	KY060008	Roseicyclus marinus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A462	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A463	99.87	KY060008	Roseicyclus marinus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A466	97.91	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A467	99.87	KX865140	Bacillus zanthoxyli	Firmicutes;Bacilli;Bacillales;Bacillaceae
D0	A468	99.61	AJ306612	Trichococcus collinsii	Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae
D0	A470	99.87	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A471	99.87	MK249690	Algoriphagus aquimaris	Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae
D0	A472	98.96	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A474	97.78	DQ120728	Pseudodonghicola xiamenensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A475	99.74	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A476	98.96	jgi.1096567	Marinobacterium stanieri	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
D0	A480	99.48	AJ717388	Microcella putealis	Actinobacteria;Actinomycetia;Microbacteriales;Microbacteriaceae
D0	A482	100.00	jgi.1058038	Erythrobacter nanhaisediminis	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae
D0	A484	100.00	EU512919	Marivita cryptomonadis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A485	99.74	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A487	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A488	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A491	99.61	jgi.1085777	Yoonia rosea	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A492	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A494	99.35	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A495	99.60	AJ306612	Trichococcus collinsii	Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae
D0	A499	99.87	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A500	98.44	MF034047	Zhengella mangrovi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae
D0	A501	99.35	jgi.1107918	Marivita hallyeonensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A503	100.00	EF157832	Marinobacter segnicrescens	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter segnicrescens
D0	A505	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A507	96.74	KU671052	Marimonas arenosa	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A508	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A509	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A511	100.00	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A512	96.73	KU671052	Marimonas arenosa	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A513	99.87	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A514	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A515	99.87	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A516	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A517	97.78	LRUD01000002	Celeribacter halophilus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A518	99.87	RFLW01000008	Haliea alexandrii	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae
D0	A520	99.22	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A522	99.87	RKRA01000001	Georgenia muralis	Actinobacteria;Actinomycetia;Bogoriellales;Bogoriellaceae
D0	A523	97.65	KJ729028	Ascidiaceihabitans donghaensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A524	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A525	100.00	HM036655	Agromyces indicus	Actinobacteria;Actinomycetia;Microbacteriales;Microbacteriaceae
D0	A527	96.73	KU671052	Marimonas arenosa	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A528	98.95	AUIM01000013	Stappia stellulata	Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappia_f;Stappia;Stappia stellulata
D0	A530	99.87	KT369807	Arenibacillus arenosus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A531	99.09	KM117233	Haliea atlantica	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae
D0	A532	97.92	FO203363	Marinobacter hydrocarbonoclasticus	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter hydrocarbonoclasticus
D0	A533	97.92	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A534	99.09	KM117233	Haliea atlantica	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae
D0	A537	99.87	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A538	99.48	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A540	99.35	AB851476	Sunxiuqinia rutila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A541	98.44	MF034047	Zhengella mangrovi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae
D0	A542	99.74	AB362263	Sunxiuqinia faeciviva	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A543	99.74	AY636111	Ornithinimicrobium kibberense	Actinobacteria;Actinomycetia;Dermatophilales;Ornithinimicrobiaceae
D0	A544	98.29	jgi.1055363	Salipiger thiooxidans	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A545	99.09	JFKC01000052	Marivita geojedonensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A546	98.43	jgi.1048977	Roseinatronobacter thiooxidans	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A547	98.57	AM691091	Charonomicrobium ambiphototrophicum	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A548	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A549	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A551	99.35	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A553	98.83	MF034047	Zhengella mangrovi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae
D0	A554	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A556	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D0	A557	99.87	FO203363	Marinobacter hydrocarbonoclasticus	Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacter_f;Marinobacter;Marinobacter hydrocarbonoclasticus
D0	A558	99.61	EU221274	Seohaeicola saemankumensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D0	A560	99.35	AE017333	Bacillus licheniformis	Firmicutes;Bacilli;Bacillales;Bacillaceae
D0	A561	100.00	ASJC01000029	Bacillus altitudinis	Firmicutes;Bacilli;Bacillales;Bacillaceae
D0	A563	99.87	LGUE01000011	Bacillus marisflavi	Firmicutes;Bacilli;Bacillales;Bacillaceae
D0	A564	99.87	LGUE01000011	Bacillus marisflavi	Firmicutes;Bacilli;Bacillales;Bacillaceae
D0	A565	99.08	BCUY01000205	Cytobacillus firmus	Firmicutes;Bacilli;Bacillales;Bacillaceae
D0	A566	100.00	KY990920	Bacillus safensis subsp. osmophilus	Firmicutes;Bacilli;Bacillales;Bacillaceae
D0	A568	99.74	AY636111	Ornithinimicrobium kibberense	Actinobacteria;Actinomycetia;Dermatophilales;Ornithinimicrobiaceae
D0	A567	100.00	JJMH01000057	Bacillus megaterium	Firmicutes;Bacilli;Bacillales;Bacillaceae
D0	A572	98.29	Y17869	Ornithinicoccus hortensis	Actinobacteria;Actinomycetia;Dermatophilales;Intrasporangiaceae
D0	A573	99.48	AJ306612	Trichococcus collinsii	Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae
D0	A574	99.61	RKRA01000001	Georgenia muralis	Actinobacteria;Actinomycetia;Bogoriellales;Bogoriellaceae
D0	A581	98.55	MRBL01000076	Bacillus haynesii	Firmicutes;Bacilli;Bacillales;Bacillaceae
D0	A582	99.74	KX865140	Bacillus zanthoxyli	Firmicutes;Bacilli;Bacillales;Bacillaceae
D0	A584	99.61	AB195680	Halobacillus kuroshimensis	Firmicutes;Bacilli;Bacillales;Bacillaceae
D0	A585	99.72	AM747813	Brevibacterium frigoritolerans	Firmicutes;Bacilli;Bacillales;Bacillaceae
D1	D106022	94.82	CP010310	Pandoraea pulmonicola	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae
D1	D114007	95.39	jgi.1107759	Mariniphaga anaerophila	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D105063	95.66	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D1	D105048	96.10	MG822733	Maribellus luteus	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D115001	96.23	MH282460	Sinorhodobacter populi	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D102070	96.28	MH282460	Sinorhodobacter populi	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D106016	96.68	ABXT01000015	Methylophaga thiooxydans	Proteobacteria;Gammaproteobacteria;Methylococcales;Methylophaga_f;Methylophaga;Methylophaga thiooxydans
D1	D103033	97.10	FR874098	Ornithinimicrobium murale	Actinobacteria;Actinomycetia;Dermatophilales;Ornithinimicrobiaceae
D1	D103067	97.18	KJ782425	Maritimibacter lacisalsi	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D101075	97.35	KJ782425	Maritimibacter lacisalsi	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D104107	97.43	RZMY01000006	Muricauda beolgyonensis	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
D1	D107048	97.47	KJ782425	Maritimibacter lacisalsi	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D103040	97.55	FMBM01000001	Saliniramus fredricksonii	Proteobacteria;Alphaproteobacteria;Rhizobiales;Salinarimonadaceae
D1	D102018	97.67	KX099618	Acidimangrovimonas sediminis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D105021	97.68	HG932573	Halarcobacter ebronensis	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D1	D104055	97.69	HG932573	Halarcobacter ebronensis	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D1	D115030	97.69	KJ729028	Ascidiaceihabitans donghaensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D102069	97.69	KJ729028	Ascidiaceihabitans donghaensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D105029	97.69	HG932573	Halarcobacter ebronensis	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D1	D107096	97.69	KJ729028	Ascidiaceihabitans donghaensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D104023	97.70	MH197117	Nioella ostreopsis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D105032	97.72	HG932573	Halarcobacter ebronensis	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D1	D101023	97.72	KJ729028	Ascidiaceihabitans donghaensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D101058	97.81	HG932573	Halarcobacter ebronensis	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D1	D102039	97.82	KX099618	Acidimangrovimonas sediminis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D110001	97.82	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D110064	97.82	MH197117	Nioella ostreopsis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D105019	97.82	HG932573	Halarcobacter ebronensis	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D1	D105027	97.82	HG932573	Halarcobacter ebronensis	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D1	D104048	97.85	HG932573	Halarcobacter ebronensis	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D1	D105059	97.85	HG932573	Halarcobacter ebronensis	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D1	D104011	97.86	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D105001	97.87	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D103001	97.94	RZMY01000006	Muricauda beolgyonensis	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
D1	D109028	97.94	AJ315682	Roseicyclus mahoneyensis	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D105060	97.98	AMXF01000339	Thauera phenylacetica	Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae
D1	D102047	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D103056	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D107010	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D102011	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D102057	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D105033	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D107034	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D107051	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D102053	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D107018	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D110003	98.07	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101006	98.08	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D102052	98.08	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D105004	98.08	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D105041	98.08	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D110004	98.08	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D105024	98.09	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D106061	98.09	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D108027	98.09	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D101035	98.09	DQ852338	Proteiniclasticum ruminis	Firmicutes;Clostridia;Clostridiales;Clostridiaceae
D1	D110059	98.16	CAIZ01000036	Phycicoccus elongatus	Actinobacteria;Actinomycetia;Dermatophilales;Intrasporangiaceae
D1	D107032	98.21	jgi.1096507	Rhodobacter megalophilus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D104080	98.23	RZMY01000006	Muricauda beolgyonensis	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
D1	D103052	98.23	LC057677	Shimia abyssi	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D102019	98.25	jgi.1055363	Salipiger thiooxidans	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D107038	98.33	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D1	D106075	98.36	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D1	D115044	98.44	MF034047	Zhengella mangrovi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae
D1	D111049	98.46	RZMY01000006	Muricauda beolgyonensis	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
D1	D102029	98.46	jgi.1048977	Roseinatronobacter thiooxidans	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D104090	98.48	RZMY01000006	Muricauda beolgyonensis	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
D1	D104114	98.48	jgi.1048977	Roseinatronobacter thiooxidans	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D105062	98.48	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D108005	98.57	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D101031	98.58	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D107080	98.59	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D107036	98.59	MF113251	Aestuariicoccus marinus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D103065	98.59	MF113251	Aestuariicoccus marinus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D101051	98.60	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D101059	98.61	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D101081	98.61	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D101047	98.61	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D104042	98.61	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D101060	98.61	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D101074	98.61	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D105008	98.61	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D105056	98.61	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D106003	98.61	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D105057	98.61	AB304805	Psychromonas aquimarina	Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae
D1	D105055	98.62	KT369807	Arenibacillus arenosus	Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
D1	D103055	98.72	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D1	D101106	98.72	RZMY01000006	Muricauda beolgyonensis	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
